"EPC","Timestamp","Antenna","TxPower(mW)","Channel Index","Frequency(MHz)","RSS(dBm)","Phase Angle(Radian)","Phase(Degree)","Doppler Shift(Hz)","Velocity",""
"D0000905","1681035015452694","1","20","15","924.125","-38","6.25250569142187","358.2421875","-260","0",""
"D0000905","1681035015484158","1","20","15","924.125","-38","6.25864161457342","358.59375","-208","0.00508810745266415",""
"D0000905","1681035015518083","1","20","15","924.125","-38","6.2279619988157","356.8359375","156","-0.0235950203228629",""
"D0000905","1681035015551421","1","20","15","924.125","-38","6.26477753772496","358.9453125","-312","0.0288125645612739",""
"D0000905","1681035015587280","1","20","15","924.125","-38","6.25864161457342","358.59375","-156","-0.00446449184000181",""
"D0000905","1681035015622870","1","20","15","924.125","-38","6.2064862677853","355.60546875","195","-0.0382350044835716",""
"D0000905","1681035015658022","1","20","15","924.125","-38","6.24023384511879","357.5390625","0","0.0250485653987949",""
"D0000905","1681035015689871","1","20","15","924.125","-38","6.25250569142187","358.2421875","-104","0.0100532018519027",""
"D0000905","1681035015724583","1","20","15","924.125","-38","6.25250569142187","358.2421875","-260","0",""
"D0000905","1681035015757021","1","20","15","924.125","-38","6.25250569142187","358.2421875","-208","0",""
"D0000905","1681035015792973","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","-0.00890588634238012",""
"D0000905","1681035015824724","1","20","15","924.125","-38","6.24636976827033","357.890625","-156","0.00504211561496095",""
"D0000905","1681035015856871","1","20","15","924.125","-38","0.00613592315154256","0.3515625","-312","0.0348600332918896",""
"D0000905","1681035015891747","1","20","15","924.125","-38","6.25864161457342","358.59375","-260","-0.0229516304752014",""
"D0000905","1681035015924835","1","20","15","924.125","-38","6.25250569142187","358.2421875","-52","-0.00483837684026309",""
"D0000905","1681035015957454","1","20","15","924.125","-38","6.24636976827033","357.890625","-52","-0.0049079436184624",""
"D0000905","1681035015992654","1","20","15","924.125","-38","6.22182607566416","356.484375","156","-0.0181922969193892",""
"D0000905","1681035016025287","1","20","15","924.125","-38","6.25250569142187","358.2421875","-156","0.0245291902201184",""
"D0000905","1681035016059037","1","20","15","924.125","-38","6.25250569142187","358.2421875","-156","0",""
"D0000905","1681035016090824","1","20","15","924.125","-38","6.24636976827033","357.890625","-52","-0.00503640522511168",""
"D0000905","1681035016126418","1","20","15","924.125","-38","6.24636976827033","357.890625","-104","0",""
"D0000905","1681035016156866","1","20","15","924.125","-38","6.26477753772496","358.9453125","-260","0.0157736678491814",""
"D0000905","1681035016190090","1","20","15","924.125","-38","6.24636976827033","357.890625","-52","-0.014455713901754",""
"D0000905","1681035016222774","1","20","15","924.125","-38","6.2279619988157","356.8359375","104","-0.0146945489741731",""
"D0000905","1681035016258356","1","20","15","924.125","-38","6.25864161457342","358.59375","-312","0.0224962358623215",""
"D0000905","1681035016289766","1","20","15","924.125","-38","6.2279619988157","356.8359375","52","-0.0254842745766675",""
"D0000905","1681035016324707","1","20","15","924.125","-38","6.2279619988157","356.8359375","0","0",""
"D0000905","1681035016357045","1","20","15","924.125","-38","6.24636976827033","357.890625","-104","0.0148517731050738",""
"D0000905","1681035016389150","1","20","15","924.125","-38","6.25864161457342","358.59375","-156","0.00997303927055754",""
"D0000905","1681035016423960","1","20","15","924.125","-38","6.24023384511879","357.5390625","-156","-0.0137970881548944",""
"D0000905","1681035016454107","1","20","15","924.125","-38","6.2279619988157","356.8359375","-52","-0.0106207724079096",""
"D0000905","1681035016491049","1","20","15","924.125","-38","6.24023384511879","357.5390625","-156","0.00866721958153998",""
"D0000905","1681035016545370","1","20","15","924.125","-38","6.21569015251262","356.1328125","0","-0.0117886057245356",""
"D0000905","1681035016580320","1","20","15","924.125","-38","6.2709134608765","359.296875","-364","0.0412254625469421",""
"D0000905","1681035016614621","1","20","15","924.125","-38","6.25864161457342","358.59375","-208","-0.00933455076473718",""
"D0000905","1681035016648361","1","20","15","924.125","-38","6.25250569142187","358.2421875","-156","-0.00474487886457098",""
"D0000905","1681035016682268","1","20","15","924.125","-38","6.25250569142187","358.2421875","-104","0",""
"D0000905","1681035016712530","1","20","15","924.125","-38","6.23409792196725","357.1875","0","-0.0158706178927987",""
"D0000905","1681035016745556","1","20","15","924.125","-38","6.26477753772496","358.9453125","-208","0.024237299838101",""
"D0000905","1681035016777070","1","20","15","924.125","-38","6.26477753772496","358.9453125","-312","0",""
"D0000905","1681035016815699","1","20","15","924.125","-38","6.25864161457342","358.59375","-156","-0.00414435302209803",""
"D0000905","1681035016846582","1","20","15","924.125","-38","6.25864161457342","358.59375","-260","0",""
"D0000905","1681035016880774","1","20","15","924.125","-38.5","6.25250569142187","358.2421875","-52","-0.00468215409717551",""
"D0000905","1681035016911158","1","20","15","924.125","-38","6.25864161457342","358.59375","-156","0.00526896435264037",""
"D0000905","1681035016944002","1","20","15","924.125","-38","0.00613592315154256","0.3515625","-156","0.0243716071262065",""
"D0000905","1681035016979034","1","20","15","924.125","-38","6.25864161457342","358.59375","-156","-0.02284942522417",""
"D0000905","1681035017011021","1","20","15","924.125","-38","6.25250569142187","358.2421875","-104","-0.00500491489950996",""
"D0000905","1681035017047907","1","20","15","924.125","-38","6.2709134608765","359.296875","0","0.0130205671168431",""
"D0000905","1681035017080510","1","20","15","924.125","-38","6.25250569142187","358.2421875","-208","-0.0147310566104921",""
"D0000905","1681035017113166","1","20","15","924.125","-38","6.24023384511879","357.5390625","-156","-0.00980476561064582",""
"D0000905","1681035017147532","1","20","15","924.125","-38.5","6.24636976827033","357.890625","-260","0.0046584476776647",""
"D0000905","1681035017178629","1","20","15","924.125","-38","6.23409792196725","357.1875","-52","-0.0102963123703653",""
"D0000905","1681035017212880","1","20","15","924.125","-38","6.24636976827033","357.890625","-208","0.00934817744828618",""
"D0000905","1681035017243650","1","20","15","924.125","-38","6.25864161457342","358.59375","-364","0.0104057336945483",""
"D0000905","1681035017280377","1","20","15","924.125","-38","6.24636976827033","357.890625","-260","-0.00871795751848095",""
"D0000905","1681035017312259","1","20","15","924.125","-38","6.2279619988157","356.8359375","-104","-0.0150641941745146",""
"D0000905","1681035017347579","1","20","15","924.125","-38","6.22182607566416","356.484375","-104","-0.00453262210902109",""
"D0000905","1681035017377711","1","20","15","924.125","-38","6.21569015251262","356.1328125","-104","-0.00531302976538647",""
"D0000905","1681035017413382","1","20","15","924.125","-38","6.2279619988157","356.8359375","-52","0.00897604288585265",""
"D0000905","1681035017447675","1","20","15","924.125","-38","6.22182607566416","356.484375","-156","-0.00466836418192124",""
"D0000905","1681035017479577","1","20","15","924.125","-38","6.23409792196725","357.1875","-104","0.0100365000871811",""
"D0000905","1681035017511087","1","20","15","924.125","-38","6.22182607566416","356.484375","-52","-0.0101613591171453",""
"D0000905","1681035017545495","1","20","15","924.125","-38","6.2279619988157","356.8359375","-208","0.0046527613604576",""
"D0000905","1681035017578581","1","20","15","924.125","-38","6.23409792196725","357.1875","-156","0.00483866931302137",""
"D0000905","1681035017614701","1","20","15","924.125","-38","6.21569015251262","356.1328125","-52","-0.0132966954228094",""
"D0000905","1681035017645517","1","20","15","924.125","-38","6.2279619988157","356.8359375","-208","0.0103902007327768",""
"D0000905","1681035017679798","1","20","15","924.125","-38.5","6.2279619988157","356.8359375","-156","0",""
"D0000905","1681035017713906","1","20","15","924.125","-38","6.19114645990645","354.7265625","156","-0.0281621108638369",""
"D0000905","1681035017748285","1","20","15","924.125","-38","6.23409792196725","357.1875","-208","0.0325968029970149",""
"D0000905","1681035017779231","1","20","15","924.125","-38","6.23409792196725","357.1875","-104","0",""
"D0000905","1681035017811037","1","20","15","924.125","-38","6.2279619988157","356.8359375","-156","-0.00503339661983981",""
"D0000905","1681035017846835","1","20","15","924.125","-38","6.23409792196725","357.1875","-104","0.00447209936003757",""
"D0000905","1681035017878115","1","20","15","924.125","-38","6.23409792196725","357.1875","-52","0",""
"D0000905","1681035017910523","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","0.00493989795391956",""
"D0000905","1681035017944979","1","20","15","924.125","-38","6.24023384511879","357.5390625","-156","0",""
"D0000905","1681035017978056","1","20","15","924.125","-38.5","6.24636976827033","357.890625","-104","0.0048399858781215",""
"D0000905","1681035018013518","1","20","15","924.125","-38.5","6.22182607566416","356.484375","0","-0.0180578887700214",""
"D0000905","1681035018045494","1","20","15","924.125","-38.5","6.23409792196725","357.1875","-156","0.0100132732606095",""
"D0000905","1681035018075882","1","20","15","924.125","-38","6.24023384511879","357.5390625","-364","0.00526827079408401",""
"D0000905","1681035018113462","1","20","15","924.125","-38.5","6.24023384511879","357.5390625","-104","0",""
"D0000905","1681035018146341","1","20","15","924.125","-38","6.25250569142187","358.2421875","-260","0.00973826532988382",""
"D0000905","1681035018179102","1","20","15","924.125","-38","6.24636976827033","357.890625","-156","-0.00488667051953924",""
"D0000905","1681035018212727","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","-0.00476110670306691",""
"D0000905","1681035018245731","1","20","15","924.125","-38","6.24023384511879","357.5390625","-52","0",""
"D0000905","1681035018279382","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","0",""
"D0000905","1681035018309607","1","20","15","924.125","-38","6.22182607566416","356.484375","-52","-0.0158900459444789",""
"D0000905","1681035018346403","1","20","15","924.125","-38","6.25864161457342","358.59375","-260","0.026104828713549",""
"D0000905","1681035018379124","1","20","15","924.125","-38","6.25864161457342","358.59375","-52","0",""
"D0000905","1681035018419101","1","20","15","924.125","-38","6.24636976827033","357.890625","-208","-0.00800921594369888",""
"D0000905","1681035018452191","1","20","15","924.125","-38","6.25864161457342","358.59375","-208","0.00967616880571925",""
"D0000905","1681035018488431","1","20","15","924.125","-38","6.24636976827033","357.890625","-104","-0.00883511108667908",""
"D0000905","1681035018519998","1","20","15","924.125","-38","6.25864161457342","358.59375","-208","0.0101430109222051",""
"D0000905","1681035018554493","1","20","15","924.125","-38","6.24636976827033","357.890625","-208","-0.00928205321876359",""
"D0000905","1681035018584858","1","20","15","924.125","-38","6.25864161457342","358.59375","-260","0.0105445225022641",""
"D0000905","1681035018622843","1","20","15","924.125","-38","6.2279619988157","356.8359375","52","-0.021073083176336",""
"D0000905","1681035018653646","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","0.0103945857799971",""
"D0000905","1681035018687296","1","20","15","924.125","-38","6.26477753772496","358.9453125","-52","0.0190302779067608",""
"D0000905","1681035018718567","1","20","15","924.125","-38","6.24636976827033","357.890625","-156","-0.0153585315043291",""
"D0000905","1681035018755436","1","20","15","924.125","-38","6.24636976827033","357.890625","-104","0",""
"D0000905","1681035018787983","1","20","15","924.125","-38","6.27704938402804","359.6484375","-208","0.0245940044997427",""
"D0000905","1681035018821653","1","20","15","924.125","-38","6.23409792196725","357.1875","-156","-0.0332832043431653",""
"D0000905","1681035018854812","1","20","15","924.125","-38","6.23409792196725","357.1875","-52","0",""
"D0000905","1681035018888549","1","20","15","924.125","-38","6.2279619988157","356.8359375","156","-0.00474530079410217",""
"D0000905","1681035018923081","1","20","15","924.125","-38","6.24636976827033","357.890625","52","0.0139081616666244",""
"D0000905","1681035018953733","1","20","15","924.125","-38","6.24636976827033","357.890625","-260","0",""
"D0000905","1681035018986565","1","20","15","924.125","-38","6.25250569142187","358.2421875","-260","0.00487610297546982",""
"D0000905","1681035019019756","1","20","15","924.125","-38","6.25864161457342","358.59375","-312","0.00482336214306966",""
"D0000905","1681035019051062","1","20","15","924.125","-38","6.24023384511879","357.5390625","-52","-0.0153413607190914",""
"D0000905","1681035019086441","1","20","15","924.125","-38","6.26477753772496","358.9453125","-208","0.0181002530190932",""
"D0000905","1681035019122845","1","20","15","924.125","-38","6.2279619988157","356.8359375","0","-0.0263859267482625",""
"D0000905","1681035019155298","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","0.00986609637880165",""
"D0000905","1681035019188433","1","20","15","924.125","-38","6.22182607566416","356.484375","104","-0.0144945416831711",""
"D0000905","1681035019222547","1","20","15","924.125","-38","6.24636976827033","357.890625","-52","0.0187714384581843",""
"D0000905","1681035019252782","1","20","15","924.125","-38","6.25864161457342","358.59375","-208","0.0105898602871258",""
"D0000905","1681035019287985","1","20","15","924.125","-38","6.2279619988157","356.8359375","0","-0.0227384332145875",""
"D0000905","1681035019324207","1","20","15","924.125","-38","6.24636976827033","357.890625","-104","0.0132592523513852",""
"D0000905","1681035019358567","1","20","15","924.125","-38","6.24023384511879","357.5390625","0","-0.00465926114349898",""
"D0000905","1681035019392626","1","20","15","924.125","-38","6.24636976827033","357.890625","-156","0.00470043785462359",""
"D0000905","1681035019425608","1","20","15","924.125","-38","6.24636976827033","357.890625","-104","0",""
"D0000905","1681035019455258","1","20","15","924.125","-38","6.24023384511879","357.5390625","-156","-0.00539940009749157",""
"D0000905","1681035019491752","1","20","15","924.125","-38","6.25250569142187","358.2421875","-156","0.00877361828742396",""
"D0000905","1681035019522736","1","20","15","924.125","-38","6.24636976827033","357.890625","-208","-0.005166931735432",""
"D0000905","1681035019558063","1","20","15","924.125","-38","6.24636976827033","357.890625","-104","0",""
"D0000905","1681035019588149","1","20","15","924.125","-38","6.25250569142187","358.2421875","-104","0.00532115312406518",""
"D0000905","1681035019622418","1","20","15","924.125","-38","6.24636976827033","357.890625","-156","-0.00467163363070486",""
"D0000905","1681035019656198","1","20","15","924.125","-38","6.24023384511879","357.5390625","0","-0.00473926029871596",""
"D0000905","1681035019690897","1","20","15","924.125","-38","6.25864161457342","358.59375","-260","0.013841224204498",""
"D0000905","1681035019723529","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","-0.0147179651468459",""
"D0000905","1681035019758632","1","20","15","924.125","-38","6.24636976827033","357.890625","-156","0.00456064190783195",""
"D0000905","1681035019792407","1","20","15","924.125","-38","6.24023384511879","357.5390625","0","-0.00473996189165433",""
"D0000905","1681035019824556","1","20","15","924.125","-38","6.24023384511879","357.5390625","-156","0",""
"D0000905","1681035019857455","1","20","15","924.125","-38","6.25250569142187","358.2421875","-208","0.00973234523180796",""
"D0000905","1681035019891853","1","20","15","924.125","-38","6.25864161457342","358.59375","-156","0.00465411398600573",""
"D0000905","1681035019922415","1","20","15","924.125","-38","6.25250569142187","358.2421875","-156","-0.0052382767126047",""
"D0000905","1681035019955034","1","20","15","924.125","-38","6.2279619988157","356.8359375","0","-0.0196317744738496",""
"D0000905","1681035019990180","1","20","15","924.125","-38","6.24636976827033","357.890625","-52","0.0136651863276582",""
"D0000905","1681035020024458","1","20","15","924.125","-38","6.25864161457342","358.59375","-260","0.00934081410179269",""
"D0000905","1681035020056257","1","20","15","924.125","-38","6.26477753772496","358.9453125","-312","0.00503450463507107",""
"D0000905","1681035020091336","1","20","15","924.125","-38","6.24023384511879","357.5390625","-52","-0.0182550486491206",""
"D0000905","1681035020125973","1","20","15","924.125","-38","6.26477753772496","358.9453125","-260","0.0184879998718856",""
"D0000905","1681035020158387","1","20","15","924.125","-38","6.25250569142187","358.2421875","-156","-0.00987796710622725",""
"D0000905","1681035020188207","1","20","15","924.125","-38","6.23409792196725","357.1875","0","-0.0161058564276283",""
"D0000905","1681035020223989","1","20","15","924.125","-38","6.23409792196725","357.1875","-52","0",""
"D0000905","1681035020254674","1","20","15","924.125","-38","6.24636976827033","357.890625","-156","0.0104345584416246",""
"D0000905","1681035020289452","1","20","15","924.125","-38","6.25250569142187","358.2421875","-208","0.00460326105269495",""
"D0000905","1681035020345623","1","20","15","924.125","-38","6.2279619988157","356.8359375","0","-0.0114003462919033",""
"D0000905","1681035020380844","1","20","15","924.125","-38","6.24636976827033","357.890625","-156","0.0136360875236897",""
"D0000905","1681035020411466","1","20","15","924.125","-38","6.2279619988157","356.8359375","52","-0.0156840388828906",""
"D0000905","1681035020446548","1","20","15","924.125","-38","6.2279619988157","356.8359375","0","0",""
"D0000905","1681035020481089","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","0.00926969183814163",""
"D0000905","1681035020514903","1","20","15","924.125","-38","6.25864161457342","358.59375","-208","0.014203484907786",""
"D0000905","1681035020547100","1","20","15","924.125","-38","6.25250569142187","358.2421875","-156","-0.00497227110881837",""
"D0000905","1681035020580108","1","20","15","924.125","-38","6.25250569142187","358.2421875","-312","0",""
"D0000905","1681035020610438","1","20","15","924.125","-38","6.24636976827033","357.890625","-260","-0.00527834529807534",""
"D0000905","1681035020646594","1","20","15","924.125","-38","6.24636976827033","357.890625","-208","0",""
"D0000905","1681035020681120","1","20","15","924.125","-38","6.26477753772496","358.9453125","-364","0.0139105786558499",""
"D0000905","1681035020712662","1","20","15","924.125","-38","6.23409792196725","357.1875","-52","-0.0253776255295519",""
"D0000905","1681035020748009","1","20","15","924.125","-38","6.24636976827033","357.890625","-104","0.00905831968147933",""
"D0000905","1681035020778426","1","20","15","924.125","-38","6.24023384511879","357.5390625","-52","-0.00526324794985123",""
"D0000905","1681035020815067","1","20","15","924.125","-38","6.24636976827033","357.890625","-52","0.00436920970744862",""
"D0000905","1681035020846380","1","20","15","924.125","-38","6.25250569142187","358.2421875","-312","0.00511264372275493",""
"D0000905","1681035020881426","1","20","15","924.125","-38","6.23409792196725","357.1875","-104","-0.0137041784703497",""
"D0000905","1681035020914109","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","0.00489833286083361",""
"D0000905","1681035020946353","1","20","15","924.125","-38","6.24023384511879","357.5390625","-208","0",""
"D0000905","1681035020977791","1","20","15","924.125","-38","6.24023384511879","357.5390625","-208","0",""
"D0000905","1681035021014213","1","20","15","924.125","-38","6.24023384511879","357.5390625","-104","0",""
"D0000905","1681035021048227","1","20","15","924.125","-38","6.26477753772496","358.9453125","-312","0.0188266258470777",""
"D0000905","1681035021077614","1","20","15","924.125","-38","6.25250569142187","358.2421875","-208","-0.0108954444407816",""
"D0000905","1681035021111285","1","20","15","924.125","-38.5","6.25864161457342","358.59375","-156","0.00475460226576653",""
"D0000905","1681035021145807","1","20","15","924.125","-38","6.23409792196725","357.1875","52","-0.0185495872650049",""
"D0000905","1681035021180656","1","20","15","924.125","-38","6.22182607566416","356.484375","104","-0.00918776509458664",""
"D0000905","1681035021210778","1","20","15","924.125","-38","6.25864161457342","358.59375","-208","0.0318887616142271",""
"D0000905","1681035021246349","1","20","15","924.125","-38.5","0.0245436926061703","1.40625","-208","0.0360051081815243",""
"D0000905","1681035021279239","1","20","15","924.125","-38.5","6.24636976827033","357.890625","52","-0.0486750419247872",""
"D0000905","1681035021312833","1","20","15","924.125","-38.5","6.24023384511879","357.5390625","-52","-0.00476550017534753",""
"D0000905","1681035021343196","1","20","15","924.125","-38","6.24636976827033","357.890625","-104","0.00527260853310361",""
"D0000905","1681035021378315","1","20","15","924.125","-38.5","6.25864161457342","358.59375","-156","0.00911712821496198",""
"D0000905","1681035021413163","1","20","15","924.125","-38.5","0","0","-52","0.0183760574943325",""
"D0000905","1681035021444876","1","20","15","924.125","-38","6.26477753772496","358.9453125","-208","-0.0151444719412189",""
"D0000905","1681035021480597","1","20","15","924.125","-38.5","6.26477753772496","358.9453125","-260","0",""
"D0000905","1681035021514155","1","20","15","924.125","-38.5","6.24023384511879","357.5390625","-52","-0.0190824498349872",""
